序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
778,300101,振芯科技,15.03,-9.88,4363.0,-2.97,-4.81,4090,-7.16,-4.82,4666,-5.11,军工电子Ⅱ
779,300971,博亚精工,18.63,-1.7,2142.0,-2.97,0.55,1440,-7.36,0.48,1523,-6.19,专用设备
780,300517,海波重科,9.49,5.32,514.0,-2.97,2.77,599,-2.57,-0.29,1848,-7.68,专业工程
781,300644,南京聚隆,23.76,-3.38,2585.0,-2.98,-1.56,2520,-7.76,-0.52,2177,-3.65,塑料
782,300258,精锻科技,10.69,-9.62,4302.0,-2.99,-12.38,5491,-14.41,-4.79,4654,-7.53,汽车零部件
783,300098,高新兴,4.54,-15.46,5262.0,-2.99,-12.94,5515,-8.47,-8.93,5416,-7.35,通信设备
784,301326,捷邦科技,142.89,7.13,377.0,-2.99,0.61,1414,-5.99,1.73,873,8.46,消费电子
785,300025,华星创业,4.22,0.84,1277.0,-2.99,2.22,736,-6.64,0.89,1190,-7.05,通信服务
786,300007,汉威科技,35.02,-8.14,3928.0,-2.99,-9.05,5198,-12.3,-9.32,5456,-11.74,通用设备
787,300026,红日药业,2.91,-19.62,5497.0,-3.0,-4.54,3970,-3.64,-4.33,4475,-3.32,中药Ⅱ
788,300505,川金诺,24.24,2.48,946.0,-3.0,2.12,843,13.59,0.23,1663,7.4,农化制品
789,300318,博晖创新,4.21,-3.56,2668.0,-3.0,-1.7,2608,-5.39,-2.83,3743,-8.28,生物制品
790,300596,利安隆,47.95,-5.68,3264.0,-3.01,-4.39,3912,-1.24,-3.86,4270,28.28,化学制品
791,300622,博士眼镜,13.87,-12.53,4910.0,-3.01,-7.37,4894,-10.05,-5.28,4826,-7.53,专业连锁Ⅱ
792,301268,铭利达,14.11,-10.46,4492.0,-3.02,-8.37,5076,-13.54,-4.54,4562,-7.78,通用设备
793,300190,维尔利,3.86,-0.53,1819.0,-3.02,-2.11,2835,-7.66,0.68,1386,-7.88,环境治理
794,300248,新开普,7.69,-7.52,3761.0,-3.03,-1.29,2383,-6.33,-2.06,3290,-6.33,计算机设备
795,300441,鲍斯股份,6.39,-3.03,2523.0,-3.03,2.86,627,5.62,2.56,575,7.94,通用设备
796,301267,华厦眼科,14.99,-8.04,3902.0,-3.04,-6.72,4736,-7.35,-2.95,3816,-4.4,医疗服务
797,301101,明月镜片,26.83,-9.85,4357.0,-3.04,-8.45,5091,-9.33,-5.59,4910,-7.77,文娱用品
798,301357,北方长龙,78.49,-13.82,5099.0,-3.04,-8.79,5159,-8.64,-6.56,5130,-11.21,地面兵装Ⅱ
799,300858,科拓生物,14.35,-6.68,3550.0,-3.04,-2.56,3052,-8.01,-2.32,3474,-5.47,化学制品
800,300888,稳健医疗,26.99,-1.48,2066.0,-3.05,-0.59,2019,-1.6,-2.31,3470,-2.39,个护用品
801,300183,东软载波,10.16,3.4,776.0,-3.05,-0.95,2203,-8.96,0.28,1635,-5.75,通信设备
802,300789,唐源电气,16.83,-11.29,4650.0,-3.05,-0.99,2224,-12.21,-0.37,2082,-11.47,计算机设备
803,300775,三角防务,21.57,0.16,1435.0,-3.06,0.11,1481,-5.85,0.04,1634,-2.62,航空装备Ⅱ
804,301696,三瑞智能,104.74,-10.9,4590.0,-3.06,-9.95,5324,-10.83,-5.87,4986,-6.0,航空装备Ⅱ
805,300288,朗玛信息,8.88,0.03,1466.0,-3.06,-0.38,1736,-5.33,-1.49,2619,-6.72,IT服务Ⅱ
806,300358,楚天科技,7.6,2.83,873.0,-3.06,-2.54,3032,-4.76,-0.51,2170,-0.91,医疗器械
807,301258,富士莱,22.81,-2.65,2410.0,-3.06,-4.61,4003,-5.2,-1.51,2881,-7.39,化学制药
808,300421,力星股份,18.08,-11.27,4627.0,-3.06,-6.64,4720,-10.89,-6.64,5145,-11.46,通用设备
809,300966,共同药业,28.4,1.85,1064.0,-3.07,4.86,286,6.41,4.47,207,10.29,化学制药
810,300384,三联虹普,11.36,-9.24,4218.0,-3.07,-3.03,3266,-10.34,-0.56,2201,-3.15,专业工程
811,300652,雷迪克,33.24,-12.58,4921.0,-3.09,-8.62,5123,-16.04,-7.11,5228,-12.36,汽车零部件
812,301370,国科恒泰,8.15,-2.81,2460.0,-3.09,-2.67,3098,-5.23,-1.34,2752,-6.64,医疗器械
813,300009,安科生物,7.52,-7.57,3781.0,-3.09,-3.72,3620,-1.96,-4.43,4521,-2.21,生物制品
814,301026,浩通科技,21.54,7.61,333.0,-3.1,3.13,570,-9.31,0.54,1484,-0.23,小金属
815,301272,英华特,32.56,2.97,850.0,-3.1,0.36,1514,-10.28,0.52,1501,-10.67,通用设备
816,301367,瑞迈特,38.94,-4.62,2972.0,-3.11,-6.09,4550,-2.5,-9.79,5485,-6.8,医疗器械
817,300819,聚杰微纤,81.6,-1.4,2048.0,-3.11,5.52,216,14.69,5.15,129,31.76,纺织制造
818,300484,蓝海华腾,13.08,-10.48,4501.0,-3.11,-3.53,3521,-11.68,-3.78,4234,-6.64,自动化设备
819,301016,雷尔伟,12.68,-1.84,2179.0,-3.13,-7.15,4849,-11.08,-4.88,4693,-9.82,轨交设备Ⅱ
820,300746,汉嘉数智,10.51,-6.97,3626.0,-3.13,-0.94,2198,-5.66,0.67,1397,-0.28,工程咨询服务Ⅱ
821,300612,宣亚国际,10.78,-10.31,4457.0,-3.14,-6.0,4515,-9.49,-6.1,5039,-10.39,广告营销
822,301159,三维天地,29.51,-3.64,2686.0,-3.15,-2.88,3199,-8.81,-1.05,2572,-6.05,软件开发
823,300926,博俊科技,17.75,-7.75,3831.0,-3.16,-1.19,2332,-8.65,-0.31,2037,-4.47,汽车零部件
824,301556,托普云农,57.86,-10.11,4418.0,-3.16,-6.79,4750,-10.28,-5.45,4869,-8.2,IT服务Ⅱ
825,300696,爱乐达,29.72,-20.13,5512.0,-3.16,-10.92,5408,-11.71,-0.2,1960,-6.69,航空装备Ⅱ
826,300687,赛意信息,27.27,6.35,445.0,-3.16,3.78,443,-0.37,4.43,212,18.67,IT服务Ⅱ
827,300669,沪宁股份,26.65,-4.78,3012.0,-3.16,-8.5,5101,-16.17,-4.45,4531,-5.33,专用设备
828,301575,艾芬达,26.98,-12.08,4817.0,-3.16,-2.65,3088,-6.42,-1.36,2776,-2.46,家居用品
829,301301,川宁生物,7.93,-13.99,5119.0,-3.17,-5.64,4396,-5.82,-6.13,5045,-5.37,化学制药
830,301567,贝隆精密,35.48,-9.98,4389.0,-3.17,-2.98,3240,-10.22,-2.12,3343,-7.6,消费电子
831,301038,深水规院,16.13,-10.42,4478.0,-3.18,-6.3,4623,-13.19,-3.12,3908,-11.95,工程咨询服务Ⅱ
832,301528,多浦乐,61.89,-6.95,3625.0,-3.19,-4.85,4109,-5.42,-1.65,2975,0.59,通用设备
833,300437,清水源,11.55,1.92,1047.0,-3.19,-0.85,2147,0.52,-2.52,3590,-7.53,环境治理
834,301032,新柴股份,9.41,-0.57,1834.0,-3.19,-2.46,2991,-8.37,-2.29,3454,-9.69,通用设备
835,300600,国瑞科技,9.4,-17.47,5407.0,-3.19,-2.58,3059,-7.21,-4.71,4626,-8.47,航海装备Ⅱ
836,301378,通达海,24.23,-7.78,3837.0,-3.2,-3.6,3557,-11.05,-1.4,2806,-6.66,软件开发
837,301459,丰茂股份,31.48,-7.42,3740.0,-3.2,-3.96,3728,-10.9,-0.24,1986,-3.14,橡胶
838,300865,大宏立,22.08,-2.0,2225.0,-3.2,-0.47,1969,-9.14,-0.38,2087,-8.61,专用设备
839,300355,蒙草生态,2.71,-18.7,5459.0,-3.21,-8.16,5044,-6.23,-5.23,4813,-5.9,基础建设
840,301210,金杨精密,27.78,-2.86,2468.0,-3.21,-3.88,3684,-12.56,-2.02,3265,-0.86,电池
841,300406,九强生物,10.86,-5.85,3325.0,-3.21,-3.5,3508,-4.23,-0.52,2182,-4.32,医疗器械
842,301552,科力装备,22.65,5.77,459.0,-3.21,-3.69,3311,-7.55,-4.39,4183,-8.15,汽车零部件
843,300702,天宇股份,20.45,-8.68,4090.0,-3.22,-0.63,2037,1.59,-1.2,2660,6.79,化学制药
844,300103,达刚控股,7.8,-4.39,2911.0,-3.23,-0.88,2159,-9.83,-1.36,2773,-8.88,专用设备
845,301110,青木科技,36.88,-8.53,4045.0,-3.23,-0.87,2156,-6.56,-2.2,3394,-3.98,互联网电商
846,301633,港迪技术,44.4,0.93,1260.0,-3.23,2.97,554,-3.79,0.86,1206,-5.77,自动化设备
847,300507,苏奥传感,6.89,-17.6,5414.0,-3.23,-8.36,5074,-8.74,-1.79,3085,-2.82,汽车零部件
848,300235,方直科技,12.59,-2.59,2394.0,-3.23,-1.47,2481,-8.64,-1.24,2684,-11.09,软件开发
849,300494,盛天网络,8.4,-10.77,4552.0,-3.23,-9.22,5221,-6.56,-8.08,5341,-9.48,游戏Ⅱ
850,300577,开润股份,14.95,-9.07,4179.0,-3.24,3.15,563,-1.64,4.01,272,-4.23,服装家纺
851,300781,因赛集团,26.19,-2.35,2334.0,-3.25,-0.51,1983,-9.78,-0.62,2243,-5.52,广告营销
852,300698,万马科技,27.97,-9.99,4391.0,-3.25,-8.66,5140,-12.57,-6.7,5155,-9.66,通信设备
853,300012,华测检测,13.69,-10.76,4548.0,-3.25,-1.07,2262,-4.8,-1.19,2650,-1.37,专业服务
854,300267,尔康制药,3.27,-12.13,4843.0,-3.25,-1.54,2521,-1.51,-2.87,3763,-3.82,化学制药
855,300349,金卡智能,10.97,-14.34,5153.0,-3.26,-9.55,5267,-11.39,-0.72,2306,-0.81,通用设备
856,300046,台基股份,33.52,-5.32,3162.0,-3.26,4.38,348,9.11,2.68,539,17.12,半导体
857,300980,祥源新材,25.82,-11.52,4695.0,-3.26,2.21,819,-5.46,1.57,950,-0.23,塑料
858,301376,致欧科技,17.22,-2.77,2446.0,-3.26,-2.8,3153,12.7,-1.26,2692,7.16,家居用品
859,300703,创源股份,12.73,-11.6,4714.0,-3.27,-6.53,4684,-10.23,-9.05,5431,-15.13,文娱用品
860,300351,永贵电器,16.54,2.76,889.0,-3.27,-4.71,4049,-14.87,2.18,691,4.03,轨交设备Ⅱ
861,300542,新晨科技,11.2,-9.34,4244.0,-3.28,-2.09,2829,-7.74,-1.84,3125,-5.49,软件开发
862,300990,同飞股份,103.36,-12.19,4837.0,-3.28,-6.76,4744,4.15,-3.48,4097,30.41,通用设备
863,300024,机器人,15.34,-0.19,1744.0,-3.28,-6.56,4692,-14.06,1.7,884,2.61,自动化设备
864,300887,谱尼测试,7.06,-5.19,3128.0,-3.29,-1.95,2746,-9.83,-3.57,4139,-8.67,专业服务
865,300741,华宝股份,12.93,-14.38,5159.0,-3.29,-6.27,4616,-7.71,-6.43,5108,-8.3,化学制品
866,300132,青松股份,5.56,-10.65,4526.0,-3.3,-7.21,4864,-7.18,-12.44,5567,-12.85,化妆品
867,300261,雅本化学,4.39,-11.09,4623.0,-3.3,-6.71,4733,-4.57,-5.12,4781,-7.38,农化制品
868,300633,开立医疗,18.1,-6.66,3547.0,-3.31,0.96,1251,-4.99,2.38,631,-4.89,医疗器械
869,300970,华绿生物,19.01,-10.18,4433.0,-3.31,-7.2,4866,-8.39,-3.85,4265,-7.04,种植业
870,300595,欧普康视,10.49,-10.81,4566.0,-3.32,-6.33,4632,-4.81,-4.9,4700,-4.38,医疗器械
871,301221,光庭信息,28.22,-1.72,2150.0,-3.32,0.28,1546,-6.4,-0.44,2127,-4.53,汽车零部件
872,301616,浙江华业,33.89,-6.53,3512.0,-3.34,-0.31,1878,-7.51,0.65,1410,-5.65,通用设备
873,300798,锦鸡股份,6.65,-10.78,4561.0,-3.34,-0.06,1768,-6.34,-1.75,3057,-6.6,化学制品
874,300289,利德曼,5.48,-7.53,3766.0,-3.35,1.11,1201,-6.64,-0.43,2120,-17.22,医疗器械
875,300143,盈康生命,6.63,-2.69,2417.0,-3.35,-1.5,2495,-4.88,-2.01,3252,-2.93,医疗服务
876,300164,通源石油,8.08,-7.45,3743.0,-3.35,-10.23,5358,-9.82,-7.65,5289,-12.08,油服工程
877,301239,普瑞眼科,30.25,-5.65,3256.0,-3.35,-0.6,2024,-7.35,0.45,1532,-5.23,医疗服务
878,300551,古鳌科技,10.07,-6.78,3573.0,-3.36,-5.99,4509,-8.95,-0.77,2348,-0.59,计算机设备
879,301157,华塑科技,64.12,2.31,974.0,-3.36,-1.51,2505,-9.69,0.64,1417,-1.72,其他电源设备Ⅱ
880,300511,雪榕生物,5.16,-5.9,3337.0,-3.37,-4.39,3909,-3.55,-9.19,5443,-7.86,种植业
881,301263,泰恩康,17.78,-10.78,4556.0,-3.37,0.56,1437,-12.28,2.07,729,-3.89,化学制药
882,301231,荣信文化,25.84,-4.86,3031.0,-3.37,-4.39,3911,-25.4,-3.86,4269,-18.95,出版
883,300111,向日葵,2.86,10.1,197.0,-3.38,3.25,540,-7.14,1.56,955,-6.84,化学制药
884,301162,国能日新,42.25,7.94,304.0,-3.38,2.8,642,3.63,1.06,1184,13.88,软件开发
885,300530,领湃科技,16.81,-6.11,3395.0,-3.39,-0.87,2157,-7.43,-1.0,2539,-3.39,化学制品
886,300188,国投智能,9.39,-18.54,5453.0,-3.4,-12.19,5483,-8.03,-8.76,5402,-8.12,软件开发
887,300658,延江股份,11.64,1.48,1140.0,-3.4,-3.11,3028,-7.18,-1.89,2904,-2.59,个护用品
888,301020,密封科技,23.04,-6.53,3511.0,-3.4,-2.26,2900,-9.61,-1.64,2967,-1.79,汽车零部件
889,300804,广康生化,32.1,-0.74,1896.0,-3.4,-1.83,2688,-11.52,-1.38,2796,-15.37,农化制品
890,301277,新天地,8.79,4.89,578.0,-3.41,0.79,1199,-2.33,-1.02,2333,-3.51,化学制药
891,300008,天海防务,6.21,-14.55,5179.0,-3.42,-7.94,4992,-6.62,-3.5,4103,-1.43,航海装备Ⅱ
892,300276,三丰智能,6.75,-5.15,3115.0,-3.43,-5.85,4465,-14.66,-3.52,4112,-12.56,自动化设备
893,301365,矩阵股份,32.62,11.05,170.0,-3.43,0.6,1419,-6.4,1.83,822,2.29,工程咨询服务Ⅱ
894,301299,卓创资讯,44.79,-8.65,4074.0,-3.43,-4.15,3803,-10.24,-2.05,3280,-4.86,数字媒体
895,300705,九典制药,9.57,-13.19,5006.0,-3.43,-6.15,4574,-5.62,-5.86,4980,-9.03,化学制药
896,301052,果麦文化,22.43,-12.21,4842.0,-3.44,-6.18,4582,-9.45,-5.11,4779,-10.03,出版
897,300191,潜能恒信,27.53,0.4,1368.0,-3.44,-3.42,3186,-7.68,-3.4,3746,-6.87,油服工程
898,301577,美信科技,82.28,5.51,489.0,-3.45,-5.59,4068,-15.14,-2.94,3515,-7.73,通信设备
899,300986,志特新材,17.31,-12.22,4845.0,-3.46,-1.29,2382,-7.53,-1.87,3150,-3.73,专业工程
900,300290,荣科科技,8.38,-3.99,2795.0,-3.46,-7.08,4823,-11.79,-3.86,4266,-8.52,IT服务Ⅱ
901,301446,福事特,38.42,-5.11,3107.0,-3.47,-0.35,1906,-9.81,-0.34,2060,-8.52,工程机械
902,300307,慈星股份,6.95,-7.6,3791.0,-3.47,-9.91,5318,-14.62,-1.73,3032,-10.32,专用设备
903,300546,雄帝科技,15.25,-8.71,4100.0,-3.48,0.06,1661,-6.27,0.58,1453,-4.39,计算机设备
904,300515,三德科技,13.26,-33.7,5608.0,-3.49,-13.89,5542,-8.49,-10.05,5502,-8.61,通用设备
905,300100,双林股份,27.48,-9.32,4235.0,-3.51,-7.09,4826,-13.28,-3.44,4071,-4.08,汽车零部件
906,300779,惠城环保,54.78,10.05,201.0,-3.52,2.05,871,-10.55,2.19,688,1.03,环境治理
907,300818,耐普矿机,19.45,-10.38,4473.0,-3.52,-4.76,4065,-13.17,-2.28,3444,-8.47,通用设备
908,301180,万祥科技,12.58,-2.16,2277.0,-3.53,-2.73,3130,-9.63,-1.67,2989,-10.08,消费电子
909,300767,震安科技,23.4,-11.61,4720.0,-3.54,-5.11,4207,2.23,-3.2,3952,22.0,橡胶
910,300817,双飞集团,15.52,-7.68,3810.0,-3.54,-4.78,4076,-13.59,-3.65,4172,-13.0,通用设备
911,300683,海特生物,23.46,-1.59,2096.0,-3.54,0.99,1240,-3.14,0.54,1487,-3.42,医疗服务
912,300002,神州泰岳,7.06,-11.22,4635.0,-3.55,-3.61,3549,-3.02,-3.67,4178,0.14,游戏Ⅱ
913,300814,中富电路,199.32,-1.52,2077.0,-3.55,-1.41,2446,4.19,0.34,1593,23.88,元件
914,300340,科恒股份,8.65,-5.42,3187.0,-3.57,-0.46,1963,-5.46,-0.51,2172,-7.19,电池
915,300808,久量股份,22.18,-1.63,2114.0,-3.57,2.76,660,-2.42,0.17,1703,-7.08,光学光电子
916,300922,天秦装备,16.37,-2.16,2275.0,-3.59,-2.88,3195,-22.16,-6.27,5077,-30.52,地面兵装Ⅱ
917,301082,久盛电气,8.86,-11.22,4638.0,-3.59,-3.44,3482,-9.41,-1.1,2607,-7.71,电网设备
918,301251,威尔高,53.27,0.83,1280.0,-3.6,-0.02,1569,-1.82,0.05,1627,12.34,元件
919,300036,超图软件,11.26,-13.24,5018.0,-3.6,-5.34,4289,-7.1,-4.65,4604,-7.93,软件开发
920,300685,艾德生物,16.3,-6.78,3574.0,-3.61,-2.69,3107,-2.69,-3.91,4293,-1.27,医疗器械
921,301314,科瑞思,49.17,-3.54,2662.0,-3.61,0.41,1492,-9.81,0.38,1572,-2.15,通信设备
922,301668,昊创瑞通,33.42,-0.16,1738.0,-3.61,-0.74,2098,-7.3,0.21,1679,-1.47,电网设备
923,300835,龙磁科技,244.0,1.47,1142.0,-3.61,1.82,843,17.26,1.82,754,31.84,金属新材料
924,300061,旗天科技,6.92,-11.84,4764.0,-3.62,-1.98,2762,-7.61,-2.95,3812,-9.54,广告营销
925,300953,震裕科技,129.24,-18.32,5447.0,-3.62,-9.06,5199,-10.87,-4.34,4478,-7.78,电池
926,301216,万凯新材,23.28,-7.01,3636.0,-3.64,-0.09,1778,-4.32,-0.01,1834,-5.4,塑料
927,300662,科锐国际,17.15,-11.78,4756.0,-3.65,-2.69,3109,-6.74,-3.78,4233,-7.99,专业服务
928,301507,民生健康,12.1,5.12,552.0,-3.66,1.6,904,-1.06,2.79,477,-0.33,化学制药
929,301622,英思特,49.69,11.0,171.0,-3.66,-2.12,2842,-14.53,-1.19,2654,-9.08,金属新材料
930,300737,科顺股份,7.1,-8.38,3998.0,-3.66,0.13,1625,-7.55,0.66,1399,0.71,装修建材
931,300496,中科创达,59.65,-14.41,5165.0,-3.67,-6.61,4713,-9.43,-4.64,4597,0.44,IT服务Ⅱ
932,300946,恒而达,39.01,-10.88,4581.0,-3.68,-5.48,4340,-16.38,-3.74,4210,-14.96,通用设备
933,300579,数字认证,20.83,-4.11,2838.0,-3.7,0.92,1263,-7.95,1.1,1159,-0.14,软件开发
934,301200,大族数控,373.22,-1.9,2195.0,-3.7,3.61,471,10.75,2.75,528,41.86,专用设备
935,300247,融捷健康,3.63,-23.21,5563.0,-3.71,-9.77,5298,-5.71,-6.63,5142,-10.59,其他家电Ⅱ
936,300519,新光药业,11.94,-2.59,2396.0,-3.71,0.29,1544,-3.86,0.02,1798,-7.44,中药Ⅱ
937,300841,康华生物,44.07,-0.51,1906.0,-3.71,3.73,453,-4.9,2.78,526,-2.82,生物制品
938,300659,中孚信息,9.59,-1.78,2163.0,-3.71,-0.37,1914,-6.62,-1.29,2708,-6.8,计算机设备
939,301068,大地海洋,23.56,1.68,1090.0,-3.72,-2.26,2903,-14.26,1.04,1198,-6.43,环境治理
940,300615,欣天科技,10.32,-2.57,2391.0,-3.73,3.01,594,-4.53,1.41,1015,-6.86,通信设备
941,300993,玉马科技,9.54,-11.53,4699.0,-3.73,-3.01,3255,-9.49,1.01,1216,-5.26,家居用品
942,300682,朗新科技,10.05,-8.2,3947.0,-3.74,-5.06,4191,-9.7,-6.32,5086,-7.37,IT服务Ⅱ
943,300184,力源信息,17.49,-7.36,3724.0,-3.74,0.24,1564,1.8,-2.3,3457,16.83,其他电子Ⅱ
944,300864,南大环境,19.57,-4.17,2854.0,-3.74,-6.55,4691,-4.63,0.53,1498,-8.76,环境治理
945,300233,金城医药,12.09,-6.12,3396.0,-3.74,-0.86,2153,-4.5,-0.91,2458,1.0,化学制药
946,300055,万邦达,6.43,-16.9,5375.0,-3.74,-18.98,5596,-15.51,-13.67,5586,-20.52,炼化及贸易
947,300692,中赋科技,7.44,-17.17,5390.0,-3.75,-5.41,4311,-1.85,-9.37,5461,-5.22,环境治理
948,301091,深城交,15.67,-8.43,4020.0,-3.75,-9.52,5258,-10.86,-4.86,4686,-10.51,工程咨询服务Ⅱ
949,300613,富瀚微,77.09,-7.32,3710.0,-3.76,-2.44,2976,12.36,-2.3,3459,33.35,半导体
950,300663,科蓝软件,6.66,4.28,659.0,-3.76,0.02,1523,-6.2,-0.84,2198,-5.26,软件开发
951,301592,六九一二,121.26,-10.75,4547.0,-3.76,-1.21,2340,16.33,-3.07,3877,-1.49,军工电子Ⅱ
952,300536,农尚环境,8.71,3.17,819.0,-3.76,-6.97,4789,-8.51,-2.86,3759,-6.75,基础建设
953,300222,科大智能,13.3,-10.16,4428.0,-3.76,0.46,1471,-6.21,0.53,1491,9.11,电网设备
954,300419,ST浩丰,6.38,-25.03,5585.0,-3.77,-8.64,5131,-7.67,-5.59,4908,-7.4,IT服务Ⅱ
955,301057,汇隆新材,23.44,-11.56,4707.0,-3.78,-7.44,4907,-11.21,-5.28,4827,-11.71,化学纤维
956,300830,金现代,7.9,-6.16,3410.0,-3.78,-5.71,4426,-10.73,-2.58,3615,-8.03,软件开发
957,300619,金银河,35.14,-12.32,4869.0,-3.78,-6.4,4651,-10.9,-3.72,4197,-6.82,电池
958,301560,众捷汽车,27.42,-13.23,5017.0,-3.79,-5.43,4327,-11.49,-2.12,3339,-3.69,汽车零部件
959,300991,创益通,33.77,-4.88,3039.0,-3.79,-2.81,3161,-12.29,-0.52,2183,-8.61,其他电子Ⅱ
960,300815,玉禾田,16.72,-5.25,3143.0,-3.8,-3.68,3602,-9.87,-4.53,4556,-8.03,环境治理
961,300003,乐普医疗,11.4,-8.8,4120.0,-3.8,1.41,1081,-2.23,0.59,1436,0.88,医疗器械
962,300541,先进数通,9.61,-8.75,4113.0,-3.8,-0.69,2064,-6.43,-1.63,2958,-3.61,IT服务Ⅱ
963,301076,新瀚新材,24.8,-11.39,4671.0,-3.8,-3.99,3739,-12.98,-4.17,4407,-11.02,化学制品
964,300845,捷安高科,14.17,-0.37,1782.0,-3.8,5.33,229,4.58,0.6,1433,-2.48,计算机设备
965,301449,天溯计量,37.89,-12.27,4856.0,-3.81,-2.15,2858,-10.76,0.39,1564,-2.47,专业服务
966,300369,绿盟科技,5.29,-10.72,4540.0,-3.82,-3.84,3667,-8.32,-4.86,4682,-8.16,软件开发
967,300271,华宇软件,4.78,-12.77,4946.0,-3.82,-4.06,3761,-9.64,-3.93,4301,-7.9,IT服务Ⅱ
968,300983,尤安设计,36.74,-4.49,2936.0,-3.82,2.48,715,-4.82,3.01,465,2.57,工程咨询服务Ⅱ
969,300171,东富龙,10.82,-4.91,3051.0,-3.82,-3.48,3500,-4.5,-0.59,2217,0.46,医疗器械
970,301225,恒勃股份,75.28,-9.52,4284.0,-3.83,-4.32,3876,-14.36,-3.22,3966,-14.26,汽车零部件
971,300244,迪安诊断,19.07,-2.22,2296.0,-3.83,2.19,824,6.54,1.73,867,16.07,医疗服务
972,301171,易点天下,33.08,-7.64,3806.0,-3.84,-7.27,4872,-13.4,-4.98,4731,-7.65,广告营销
973,300868,杰美特,152.29,-8.23,3962.0,-3.85,-2.48,3000,4.49,0.34,1593,39.08,消费电子
974,301309,万得凯,32.09,-10.06,4406.0,-3.86,2.05,872,0.63,1.08,1174,8.82,通用设备
975,300534,陇神戎发,6.98,-5.76,3290.0,-3.86,-0.62,2033,-4.77,-1.38,2793,-6.43,中药Ⅱ
976,300224,正海磁材,13.44,-10.29,4454.0,-3.86,-0.35,1899,-2.18,1.42,1005,9.45,金属新材料
977,300464,星徽股份,7.73,-8.41,4011.0,-3.86,0.3,1535,-7.98,0.93,1267,2.11,互联网电商
978,300180,华峰超纤,3.97,-17.5,5408.0,-3.87,-6.49,4675,-10.59,-4.54,4559,-9.36,塑料
979,300242,佳云科技,4.22,-2.74,2437.0,-3.87,-0.77,2109,-10.4,-0.18,1942,-7.66,广告营销
980,300811,铂科新材,95.6,1.01,1241.0,-3.87,0.5,1318,-10.8,0.15,1570,11.09,金属新材料
981,300357,我武生物,21.36,-7.86,3856.0,-3.87,1.6,1003,0.52,1.89,798,-2.24,生物制品
982,300154,瑞凌股份,7.71,-3.32,2605.0,-3.87,-1.68,2598,-14.71,-1.32,2731,-13.47,通用设备
983,300310,宜通世纪,4.21,-9.99,4390.0,-3.88,-5.97,4506,-9.66,-5.84,4974,-7.47,通信服务
984,300109,新开源,15.34,-16.72,5362.0,-3.88,-9.53,5259,-0.65,-8.19,5350,10.36,化学制品
985,300091,*ST金灵,2.48,-9.94,4377.0,-3.88,-9.01,5193,-7.81,-13.73,5587,-11.43,通用设备
986,300265,通光线缆,22.03,-3.4,2630.0,-3.88,-4.23,3836,-8.09,-1.97,3220,2.18,电网设备
987,300573,兴齐眼药,38.83,-8.14,3929.0,-3.89,2.19,825,6.56,-0.64,2260,6.97,化学制药
988,301538,骏鼎达,49.86,-5.04,3089.0,-3.89,0.76,1337,-25.07,1.09,1166,-17.34,塑料
989,301486,致尚科技,222.41,-4.14,2846.0,-3.89,-8.18,5047,-12.94,-3.05,3866,4.43,消费电子
990,300943,春晖智控,45.55,-1.58,2094.0,-3.9,-0.78,2116,10.02,-0.37,2078,41.55,通用设备
991,300334,津膜科技,10.6,2.72,896.0,-3.9,-4.82,4093,-12.61,-4.48,4540,-17.57,环境治理
992,300660,江苏雷利,26.12,-8.41,4012.0,-3.9,-10.3,5367,-14.33,-9.35,5457,-12.11,电机Ⅱ
993,300287,飞利信,3.19,-6.64,3540.0,-3.92,-3.57,3533,-9.63,-4.44,4524,-8.6,IT服务Ⅱ
994,300378,鼎捷数智,35.71,0.05,1461.0,-3.93,-1.43,2216,-6.42,-0.06,1702,2.59,软件开发
995,300959,线上线下,145.35,-9.96,4382.0,-3.93,-2.86,3188,-9.04,-0.88,2431,-12.43,通信服务
996,300718,长盛轴承,58.54,-17.55,5410.0,-3.95,-9.27,5232,-13.47,-7.55,5281,-11.32,通用设备
997,301396,宏景科技,291.0,-4.35,2894.0,-3.96,-0.85,2146,30.51,3.38,381,75.3,IT服务Ⅱ
998,300403,汉宇集团,8.96,-18.04,5433.0,-3.97,-8.73,5147,-14.67,-3.48,4096,-11.02,家电零部件Ⅱ
999,300933,中辰股份,6.05,-8.97,4149.0,-3.97,0.17,1609,-7.35,-1.61,2946,-6.78,电网设备
1000,300250,初灵信息,14.04,-10.43,4482.0,-3.97,-6.07,4541,-9.88,-4.12,4379,-7.57,IT服务Ⅱ
1001,300766,每日互动,21.27,-12.25,4852.0,-3.97,-6.54,4685,-11.67,-1.52,2881,-6.01,软件开发
1002,301130,西点药业,23.97,5.02,566.0,-3.97,-2.11,2579,-3.73,-0.81,2181,-7.63,化学制药
1003,300368,汇金股份,8.47,-10.03,4399.0,-3.97,1.43,1070,-1.51,-0.02,1835,0.0,计算机设备
1004,301280,珠城科技,48.23,-16.12,5318.0,-3.98,-6.75,4742,-5.1,-5.06,4757,21.21,家电零部件Ⅱ
